Id	Desc	BuildingType	Name	Level	Description	Icon	Res	Prosperity	NeedBuilding1	NeedBuilding2	NeedBuilding3	NeedProsperity	NeedTime	NeedStone	NeedGold	NeedIron	NeedFood
274	采石场6	10	采石场	4	第6个采石场，生产石料			4	0	0	0	0	2700	1000	1000	0	0
275	采石场6	10	采石场	5	第6个采石场，生产石料			5	0	0	0	0	1860	1000	1000	0	0
276	采石场6	10	采石场	6	第6个采石场，生产石料			6	0	0	0	0	240	1000	1000	0	0
277	采石场6	10	采石场	7	第6个采石场，生产石料			7	0	0	0	0	360	1000	1000	0	0
278	采石场6	10	采石场	8	第6个采石场，生产石料			8	0	0	0	0	540	1000	1000	0	0
279	采石场6	10	采石场	9	第6个采石场，生产石料			9	0	0	0	0	720	1000	1000	0	0
280	采石场6	10	采石场	10	第6个采石场，生产石料			10	0	0	0	0	1020	1000	1000	0	0
281	采石场6	10	采石场	11	第6个采石场，生产石料			11	0	0	0	0	1320	1000	1000	0	0
282	采石场6	10	采石场	12	第6个采石场，生产石料			12	0	0	0	0	300	1000	1000	0	0
283	采石场6	10	采石场	13	第6个采石场，生产石料			13	0	0	0	0	660	1000	1000	0	0
284	采石场6	10	采石场	14	第6个采石场，生产石料			14	0	0	0	0	1260	1000	1000	0	0
285	采石场6	10	采石场	15	第6个采石场，生产石料			15	0	0	0	0	480	1000	1000	0	0
286	采石场6	10	采石场	16	第6个采石场，生产石料			16	0	0	0	0	1140	1000	1000	0	0
287	采石场6	10	采石场	17	第6个采石场，生产石料			17	0	0	0	0	540	1000	1000	0	0
288	采石场6	10	采石场	18	第6个采石场，生产石料			18	0	0	0	0	240	1000	1000	0	0
289	采石场6	10	采石场	19	第6个采石场，生产石料			19	0	0	0	0	960	1000	1000	0	0
290	采石场6	10	采石场	20	第6个采石场，生产石料			20	0	0	0	0	660	1000	1000	0	0
291	采石场6	10	采石场	21	第6个采石场，生产石料			21	0	0	0	0	360	1000	1000	0	0
292	采石场6	10	采石场	22	第6个采石场，生产石料			22	0	0	0	0	420	1000	1000	0	0
293	采石场6	10	采石场	23	第6个采石场，生产石料			23	0	0	0	0	480	1000	1000	0	0
294	采石场6	10	采石场	24	第6个采石场，生产石料			24	0	0	0	0	540	1000	1000	0	0
295	采石场6	10	采石场	25	第6个采石场，生产石料			25	0	0	0	0	840	1000	1000	0	0
296	采石场6	10	采石场	26	第6个采石场，生产石料			26	0	0	0	0	1260	1000	1000	0	0
297	采石场6	10	采石场	27	第6个采石场，生产石料			27	0	0	0	0	1800	1000	1000	0	0
298	采石场6	10	采石场	28	第6个采石场，生产石料			28	0	0	0	0	1140	1000	1000	0	0
299	采石场6	10	采石场	29	第6个采石场，生产石料			29	0	0	0	0	1980	1000	1000	0	0
300	采石场6	10	采石场	30	第6个采石场，生产石料			30	0	0	0	0	1620	1000	1000	0	0
301	农田1	11	农田	1	第一个农田，生产粮食			1	0	0	0	0	0	1000	1000	0	0
302	农田1	11	农田	2	第一个农田，生产粮食			2	0	0	0	0	300	1000	1000	0	0
303	农田1	11	农田	3	第一个农田，生产粮食			3	0	0	0	0	900	1000	1000	0	0
304	农田1	11	农田	4	第一个农田，生产粮食			4	0	0	0	0	2700	1000	1000	0	0
305	农田1	11	农田	5	第一个农田，生产粮食			5	0	0	0	0	1860	1000	1000	0	0
306	农田1	11	农田	6	第一个农田，生产粮食			6	0	0	0	0	240	1000	1000	0	0
307	农田1	11	农田	7	第一个农田，生产粮食			7	0	0	0	0	360	1000	1000	0	0
308	农田1	11	农田	8	第一个农田，生产粮食			8	0	0	0	0	540	1000	1000	0	0
309	农田1	11	农田	9	第一个农田，生产粮食			9	0	0	0	0	720	1000	1000	0	0
310	农田1	11	农田	10	第一个农田，生产粮食			10	0	0	0	0	1020	1000	1000	0	0
311	农田1	11	农田	11	第一个农田，生产粮食			11	0	0	0	0	1320	1000	1000	0	0
312	农田1	11	农田	12	第一个农田，生产粮食			12	0	0	0	0	300	1000	1000	0	0
313	农田1	11	农田	13	第一个农田，生产粮食			13	0	0	0	0	660	1000	1000	0	0
314	农田1	11	农田	14	第一个农田，生产粮食			14	0	0	0	0	1260	1000	1000	0	0
315	农田1	11	农田	15	第一个农田，生产粮食			15	0	0	0	0	480	1000	1000	0	0
316	农田1	11	农田	16	第一个农田，生产粮食			16	0	0	0	0	1140	1000	1000	0	0
317	农田1	11	农田	17	第一个农田，生产粮食			17	0	0	0	0	540	1000	1000	0	0
318	农田1	11	农田	18	第一个农田，生产粮食			18	0	0	0	0	240	1000	1000	0	0
319	农田1	11	农田	19	第一个农田，生产粮食			19	0	0	0	0	960	1000	1000	0	0
320	农田1	11	农田	20	第一个农田，生产粮食			20	0	0	0	0	660	1000	1000	0	0
321	农田1	11	农田	21	第一个农田，生产粮食			21	0	0	0	0	360	1000	1000	0	0
322	农田1	11	农田	22	第一个农田，生产粮食			22	0	0	0	0	420	1000	1000	0	0
323	农田1	11	农田	23	第一个农田，生产粮食			23	0	0	0	0	480	1000	1000	0	0
324	农田1	11	农田	24	第一个农田，生产粮食			24	0	0	0	0	540	1000	1000	0	0
325	农田1	11	农田	25	第一个农田，生产粮食			25	0	0	0	0	840	1000	1000	0	0
326	农田1	11	农田	26	第一个农田，生产粮食			26	0	0	0	0	1260	1000	1000	0	0
327	农田1	11	农田	27	第一个农田，生产粮食			27	0	0	0	0	1800	1000	1000	0	0
328	农田1	11	农田	28	第一个农田，生产粮食			28	0	0	0	0	1140	1000	1000	0	0
329	农田1	11	农田	29	第一个农田，生产粮食			29	0	0	0	0	1980	1000	1000	0	0
330	农田1	11	农田	30	第一个农田，生产粮食			30	0	0	0	0	1620	1000	1000	0	0
331	农田2	12	农田	1	第2个农田，生产粮食			1	0	0	0	0	0	1000	1000	0	0
332	农田2	12	农田	2	第2个农田，生产粮食			2	0	0	0	0	300	1000	1000	0	0
333	农田2	12	农田	3	第2个农田，生产粮食			3	0	0	0	0	900	1000	1000	0	0
334	农田2	12	农田	4	第2个农田，生产粮食			4	0	0	0	0	2700	1000	1000	0	0
335	农田2	12	农田	5	第2个农田，生产粮食			5	0	0	0	0	1860	1000	1000	0	0
336	农田2	12	农田	6	第2个农田，生产粮食			6	0	0	0	0	240	1000	1000	0	0
337	农田2	12	农田	7	第2个农田，生产粮食			7	0	0	0	0	360	1000	1000	0	0
338	农田2	12	农田	8	第2个农田，生产粮食			8	0	0	0	0	540	1000	1000	0	0
339	农田2	12	农田	9	第2个农田，生产粮食			9	0	0	0	0	720	1000	1000	0	0
340	农田2	12	农田	10	第2个农田，生产粮食			10	0	0	0	0	1020	1000	1000	0	0
341	农田2	12	农田	11	第2个农田，生产粮食			11	0	0	0	0	1320	1000	1000	0	0
342	农田2	12	农田	12	第2个农田，生产粮食			12	0	0	0	0	300	1000	1000	0	0
343	农田2	12	农田	13	第2个农田，生产粮食			13	0	0	0	0	660	1000	1000	0	0
344	农田2	12	农田	14	第2个农田，生产粮食			14	0	0	0	0	1260	1000	1000	0	0
345	农田2	12	农田	15	第2个农田，生产粮食			15	0	0	0	0	480	1000	1000	0	0
346	农田2	12	农田	16	第2个农田，生产粮食			16	0	0	0	0	1140	1000	1000	0	0
347	农田2	12	农田	17	第2个农田，生产粮食			17	0	0	0	0	540	1000	1000	0	0
348	农田2	12	农田	18	第2个农田，生产粮食			18	0	0	0	0	240	1000	1000	0	0
349	农田2	12	农田	19	第2个农田，生产粮食			19	0	0	0	0	960	1000	1000	0	0
350	农田2	12	农田	20	第2个农田，生产粮食			20	0	0	0	0	660	1000	1000	0	0
351	农田2	12	农田	21	第2个农田，生产粮食			21	0	0	0	0	360	1000	1000	0	0
352	农田2	12	农田	22	第2个农田，生产粮食			22	0	0	0	0	420	1000	1000	0	0
353	农田2	12	农田	23	第2个农田，生产粮食			23	0	0	0	0	480	1000	1000	0	0
354	农田2	12	农田	24	第2个农田，生产粮食			24	0	0	0	0	540	1000	1000	0	0
355	农田2	12	农田	25	第2个农田，生产粮食			25	0	0	0	0	840	1000	1000	0	0
356	农田2	12	农田	26	第2个农田，生产粮食			26	0	0	0	0	1260	1000	1000	0	0
357	农田2	12	农田	27	第2个农田，生产粮食			27	0	0	0	0	1800	1000	1000	0	0
358	农田2	12	农田	28	第2个农田，生产粮食			28	0	0	0	0	1140	1000	1000	0	0
359	农田2	12	农田	29	第2个农田，生产粮食			29	0	0	0	0	1980	1000	1000	0	0
360	农田2	12	农田	30	第2个农田，生产粮食			30	0	0	0	0	1620	1000	1000	0	0
361	农田3	13	农田	1	第三个农田，生产粮食			1	0	0	0	0	0	1000	1000	0	0
362	农田3	13	农田	2	第三个农田，生产粮食			2	0	0	0	0	300	1000	1000	0	0
363	农田3	13	农田	3	第三个农田，生产粮食			3	0	0	0	0	900	1000	1000	0	0
364	农田3	13	农田	4	第三个农田，生产粮食			4	0	0	0	0	2700	1000	1000	0	0
365	农田3	13	农田	5	第三个农田，生产粮食			5	0	0	0	0	1860	1000	1000	0	0
366	农田3	13	农田	6	第三个农田，生产粮食			6	0	0	0	0	240	1000	1000	0	0
367	农田3	13	农田	7	第三个农田，生产粮食			7	0	0	0	0	360	1000	1000	0	0
368	农田3	13	农田	8	第三个农田，生产粮食			8	0	0	0	0	540	1000	1000	0	0
369	农田3	13	农田	9	第三个农田，生产粮食			9	0	0	0	0	720	1000	1000	0	0
370	农田3	13	农田	10	第三个农田，生产粮食			10	0	0	0	0	1020	1000	1000	0	0
371	农田3	13	农田	11	第三个农田，生产粮食			11	0	0	0	0	1320	1000	1000	0	0
372	农田3	13	农田	12	第三个农田，生产粮食			12	0	0	0	0	300	1000	1000	0	0
373	农田3	13	农田	13	第三个农田，生产粮食			13	0	0	0	0	660	1000	1000	0	0
374	农田3	13	农田	14	第三个农田，生产粮食			14	0	0	0	0	1260	1000	1000	0	0
375	农田3	13	农田	15	第三个农田，生产粮食			15	0	0	0	0	480	1000	1000	0	0
376	农田3	13	农田	16	第三个农田，生产粮食			16	0	0	0	0	1140	1000	1000	0	0
377	农田3	13	农田	17	第三个农田，生产粮食			17	0	0	0	0	540	1000	1000	0	0
378	农田3	13	农田	18	第三个农田，生产粮食			18	0	0	0	0	240	1000	1000	0	0
379	农田3	13	农田	19	第三个农田，生产粮食			19	0	0	0	0	960	1000	1000	0	0
380	农田3	13	农田	20	第三个农田，生产粮食			20	0	0	0	0	660	1000	1000	0	0
381	农田3	13	农田	21	第三个农田，生产粮食			21	0	0	0	0	360	1000	1000	0	0
382	农田3	13	农田	22	第三个农田，生产粮食			22	0	0	0	0	420	1000	1000	0	0
383	农田3	13	农田	23	第三个农田，生产粮食			23	0	0	0	0	480	1000	1000	0	0
384	农田3	13	农田	24	第三个农田，生产粮食			24	0	0	0	0	540	1000	1000	0	0
385	农田3	13	农田	25	第三个农田，生产粮食			25	0	0	0	0	840	1000	1000	0	0
386	农田3	13	农田	26	第三个农田，生产粮食			26	0	0	0	0	1260	1000	1000	0	0
387	农田3	13	农田	27	第三个农田，生产粮食			27	0	0	0	0	1800	1000	1000	0	0
388	农田3	13	农田	28	第三个农田，生产粮食			28	0	0	0	0	1140	1000	1000	0	0
389	农田3	13	农田	29	第三个农田，生产粮食			29	0	0	0	0	1980	1000	1000	0	0
390	农田3	13	农田	30	第三个农田，生产粮食			30	0	0	0	0	1620	1000	1000	0	0
391	农田4	14	农田	1	第4个农田，生产粮食			1	0	0	0	0	0	1000	1000	0	0
392	农田4	14	农田	2	第4个农田，生产粮食			2	0	0	0	0	300	1000	1000	0	0
393	农田4	14	农田	3	第4个农田，生产粮食			3	0	0	0	0	900	1000	1000	0	0
394	农田4	14	农田	4	第4个农田，生产粮食			4	0	0	0	0	2700	1000	1000	0	0
395	农田4	14	农田	5	第4个农田，生产粮食			5	0	0	0	0	1860	1000	1000	0	0
396	农田4	14	农田	6	第4个农田，生产粮食			6	0	0	0	0	240	1000	1000	0	0
397	农田4	14	农田	7	第4个农田，生产粮食			7	0	0	0	0	360	1000	1000	0	0
398	农田4	14	农田	8	第4个农田，生产粮食			8	0	0	0	0	540	1000	1000	0	0
399	农田4	14	农田	9	第4个农田，生产粮食			9	0	0	0	0	720	1000	1000	0	0
400	农田4	14	农田	10	第4个农田，生产粮食			10	0	0	0	0	1020	1000	1000	0	0
401	农田4	14	农田	11	第4个农田，生产粮食			11	0	0	0	0	1320	1000	1000	0	0
402	农田4	14	农田	12	第4个农田，生产粮食			12	0	0	0	0	300	1000	1000	0	0
403	农田4	14	农田	13	第4个农田，生产粮食			13	0	0	0	0	660	1000	1000	0	0
404	农田4	14	农田	14	第4个农田，生产粮食			14	0	0	0	0	1260	1000	1000	0	0
405	农田4	14	农田	15	第4个农田，生产粮食			15	0	0	0	0	480	1000	1000	0	0
406	农田4	14	农田	16	第4个农田，生产粮食			16	0	0	0	0	1140	1000	1000	0	0
407	农田4	14	农田	17	第4个农田，生产粮食			17	0	0	0	0	540	1000	1000	0	0
408	农田4	14	农田	18	第4个农田，生产粮食			18	0	0	0	0	240	1000	1000	0	0
409	农田4	14	农田	19	第4个农田，生产粮食			19	0	0	0	0	960	1000	1000	0	0
410	农田4	14	农田	20	第4个农田，生产粮食			20	0	0	0	0	660	1000	1000	0	0
411	农田4	14	农田	21	第4个农田，生产粮食			21	0	0	0	0	360	1000	1000	0	0
412	农田4	14	农田	22	第4个农田，生产粮食			22	0	0	0	0	420	1000	1000	0	0
413	农田4	14	农田	23	第4个农田，生产粮食			23	0	0	0	0	480	1000	1000	0	0
414	农田4	14	农田	24	第4个农田，生产粮食			24	0	0	0	0	540	1000	1000	0	0
415	农田4	14	农田	25	第4个农田，生产粮食			25	0	0	0	0	840	1000	1000	0	0
416	农田4	14	农田	26	第4个农田，生产粮食			26	0	0	0	0	1260	1000	1000	0	0
417	农田4	14	农田	27	第4个农田，生产粮食			27	0	0	0	0	1800	1000	1000	0	0
418	农田4	14	农田	28	第4个农田，生产粮食			28	0	0	0	0	1140	1000	1000	0	0
419	农田4	14	农田	29	第4个农田，生产粮食			29	0	0	0	0	1980	1000	1000	0	0
420	农田4	14	农田	30	第4个农田，生产粮食			30	0	0	0	0	1620	1000	1000	0	0
421	农田5	15	农田	1	第五个农田，生产粮食			1	0	0	0	0	0	1000	1000	0	0
422	农田5	15	农田	2	第五个农田，生产粮食			2	0	0	0	0	300	1000	1000	0	0
423	农田5	15	农田	3	第五个农田，生产粮食			3	0	0	0	0	900	1000	1000	0	0
424	农田5	15	农田	4	第五个农田，生产粮食			4	0	0	0	0	2700	1000	1000	0	0
425	农田5	15	农田	5	第五个农田，生产粮食			5	0	0	0	0	1860	1000	1000	0	0
426	农田5	15	农田	6	第五个农田，生产粮食			6	0	0	0	0	240	1000	1000	0	0
427	农田5	15	农田	7	第五个农田，生产粮食			7	0	0	0	0	360	1000	1000	0	0
428	农田5	15	农田	8	第五个农田，生产粮食			8	0	0	0	0	540	1000	1000	0	0
429	农田5	15	农田	9	第五个农田，生产粮食			9	0	0	0	0	720	1000	1000	0	0
430	农田5	15	农田	10	第五个农田，生产粮食			10	0	0	0	0	1020	1000	1000	0	0
431	农田5	15	农田	11	第五个农田，生产粮食			11	0	0	0	0	1320	1000	1000	0	0
432	农田5	15	农田	12	第五个农田，生产粮食			12	0	0	0	0	300	1000	1000	0	0
433	农田5	15	农田	13	第五个农田，生产粮食			13	0	0	0	0	660	1000	1000	0	0
434	农田5	15	农田	14	第五个农田，生产粮食			14	0	0	0	0	1260	1000	1000	0	0
435	农田5	15	农田	15	第五个农田，生产粮食			15	0	0	0	0	480	1000	1000	0	0
436	农田5	15	农田	16	第五个农田，生产粮食			16	0	0	0	0	1140	1000	1000	0	0
437	农田5	15	农田	17	第五个农田，生产粮食			17	0	0	0	0	540	1000	1000	0	0
438	农田5	15	农田	18	第五个农田，生产粮食			18	0	0	0	0	240	1000	1000	0	0
439	农田5	15	农田	19	第五个农田，生产粮食			19	0	0	0	0	960	1000	1000	0	0
440	农田5	15	农田	20	第五个农田，生产粮食			20	0	0	0	0	660	1000	1000	0	0
441	农田5	15	农田	21	第五个农田，生产粮食			21	0	0	0	0	360	1000	1000	0	0
442	农田5	15	农田	22	第五个农田，生产粮食			22	0	0	0	0	420	1000	1000	0	0
443	农田5	15	农田	23	第五个农田，生产粮食			23	0	0	0	0	480	1000	1000	0	0
444	农田5	15	农田	24	第五个农田，生产粮食			24	0	0	0	0	540	1000	1000	0	0
445	农田5	15	农田	25	第五个农田，生产粮食			25	0	0	0	0	840	1000	1000	0	0
446	农田5	15	农田	26	第五个农田，生产粮食			26	0	0	0	0	1260	1000	1000	0	0
447	农田5	15	农田	27	第五个农田，生产粮食			27	0	0	0	0	1800	1000	1000	0	0
448	农田5	15	农田	28	第五个农田，生产粮食			28	0	0	0	0	1140	1000	1000	0	0
449	农田5	15	农田	29	第五个农田，生产粮食			29	0	0	0	0	1980	1000	1000	0	0
450	农田5	15	农田	30	第五个农田，生产粮食			30	0	0	0	0	1620	1000	1000	0	0
451	农田6	16	农田	1	第6个农田，生产粮食			1	0	0	0	0	0	1000	1000	0	0
452	农田6	16	农田	2	第6个农田，生产粮食			2	0	0	0	0	300	1000	1000	0	0
453	农田6	16	农田	3	第6个农田，生产粮食			3	0	0	0	0	900	1000	1000	0	0
454	农田6	16	农田	4	第6个农田，生产粮食			4	0	0	0	0	2700	1000	1000	0	0
455	农田6	16	农田	5	第6个农田，生产粮食			5	0	0	0	0	1860	1000	1000	0	0
456	农田6	16	农田	6	第6个农田，生产粮食			6	0	0	0	0	240	1000	1000	0	0
457	农田6	16	农田	7	第6个农田，生产粮食			7	0	0	0	0	360	1000	1000	0	0
458	农田6	16	农田	8	第6个农田，生产粮食			8	0	0	0	0	540	1000	1000	0	0
459	农田6	16	农田	9	第6个农田，生产粮食			9	0	0	0	0	720	1000	1000	0	0
460	农田6	16	农田	10	第6个农田，生产粮食			10	0	0	0	0	1020	1000	1000	0	0
461	农田6	16	农田	11	第6个农田，生产粮食			11	0	0	0	0	1320	1000	1000	0	0
462	农田6	16	农田	12	第6个农田，生产粮食			12	0	0	0	0	300	1000	1000	0	0
463	农田6	16	农田	13	第6个农田，生产粮食			13	0	0	0	0	660	1000	1000	0	0
464	农田6	16	农田	14	第6个农田，生产粮食			14	0	0	0	0	1260	1000	1000	0	0
465	农田6	16	农田	15	第6个农田，生产粮食			15	0	0	0	0	480	1000	1000	0	0
466	农田6	16	农田	16	第6个农田，生产粮食			16	0	0	0	0	1140	1000	1000	0	0
467	农田6	16	农田	17	第6个农田，生产粮食			17	0	0	0	0	540	1000	1000	0	0
468	农田6	16	农田	18	第6个农田，生产粮食			18	0	0	0	0	240	1000	1000	0	0
469	农田6	16	农田	19	第6个农田，生产粮食			19	0	0	0	0	960	1000	1000	0	0
470	农田6	16	农田	20	第6个农田，生产粮食			20	0	0	0	0	660	1000	1000	0	0
471	农田6	16	农田	21	第6个农田，生产粮食			21	0	0	0	0	360	1000	1000	0	0
472	农田6	16	农田	22	第6个农田，生产粮食			22	0	0	0	0	420	1000	1000	0	0
473	农田6	16	农田	23	第6个农田，生产粮食			23	0	0	0	0	480	1000	1000	0	0
474	农田6	16	农田	24	第6个农田，生产粮食			24	0	0	0	0	540	1000	1000	0	0
475	农田6	16	农田	25	第6个农田，生产粮食			25	0	0	0	0	840	1000	1000	0	0
476	农田6	16	农田	26	第6个农田，生产粮食			26	0	0	0	0	1260	1000	1000	0	0
477	农田6	16	农田	27	第6个农田，生产粮食			27	0	0	0	0	1800	1000	1000	0	0
478	农田6	16	农田	28	第6个农田，生产粮食			28	0	0	0	0	1140	1000	1000	0	0
479	农田6	16	农田	29	第6个农田，生产粮食			29	0	0	0	0	1980	1000	1000	0	0
480	农田6	16	农田	30	第6个农田，生产粮食			30	0	0	0	0	1620	1000	1000	0	0
481	铁矿1	17	铁矿	1	第一个铁矿，生产铁矿			1	0	0	0	0	0	1000	1000	0	0
482	铁矿1	17	铁矿	2	第一个铁矿，生产铁矿			2	0	0	0	0	300	1000	1000	0	0
483	铁矿1	17	铁矿	3	第一个铁矿，生产铁矿			3	0	0	0	0	900	1000	1000	0	0
484	铁矿1	17	铁矿	4	第一个铁矿，生产铁矿			4	0	0	0	0	2700	1000	1000	0	0
485	铁矿1	17	铁矿	5	第一个铁矿，生产铁矿			5	0	0	0	0	1860	1000	1000	0	0
486	铁矿1	17	铁矿	6	第一个铁矿，生产铁矿			6	0	0	0	0	240	1000	1000	0	0
487	铁矿1	17	铁矿	7	第一个铁矿，生产铁矿			7	0	0	0	0	360	1000	1000	0	0
488	铁矿1	17	铁矿	8	第一个铁矿，生产铁矿			8	0	0	0	0	540	1000	1000	0	0
489	铁矿1	17	铁矿	9	第一个铁矿，生产铁矿			9	0	0	0	0	720	1000	1000	0	0
490	铁矿1	17	铁矿	10	第一个铁矿，生产铁矿			10	0	0	0	0	1020	1000	1000	0	0
491	铁矿1	17	铁矿	11	第一个铁矿，生产铁矿			11	0	0	0	0	1320	1000	1000	0	0
492	铁矿1	17	铁矿	12	第一个铁矿，生产铁矿			12	0	0	0	0	300	1000	1000	0	0
493	铁矿1	17	铁矿	13	第一个铁矿，生产铁矿			13	0	0	0	0	660	1000	1000	0	0
494	铁矿1	17	铁矿	14	第一个铁矿，生产铁矿			14	0	0	0	0	1260	1000	1000	0	0
495	铁矿1	17	铁矿	15	第一个铁矿，生产铁矿			15	0	0	0	0	480	1000	1000	0	0
496	铁矿1	17	铁矿	16	第一个铁矿，生产铁矿			16	0	0	0	0	1140	1000	1000	0	0
497	铁矿1	17	铁矿	17	第一个铁矿，生产铁矿			17	0	0	0	0	540	1000	1000	0	0
498	铁矿1	17	铁矿	18	第一个铁矿，生产铁矿			18	0	0	0	0	240	1000	1000	0	0
499	铁矿1	17	铁矿	19	第一个铁矿，生产铁矿			19	0	0	0	0	960	1000	1000	0	0
500	铁矿1	17	铁矿	20	第一个铁矿，生产铁矿			20	0	0	0	0	660	1000	1000	0	0
501	铁矿1	17	铁矿	21	第一个铁矿，生产铁矿			21	0	0	0	0	360	1000	1000	0	0
502	铁矿1	17	铁矿	22	第一个铁矿，生产铁矿			22	0	0	0	0	420	1000	1000	0	0
503	铁矿1	17	铁矿	23	第一个铁矿，生产铁矿			23	0	0	0	0	480	1000	1000	0	0
504	铁矿1	17	铁矿	24	第一个铁矿，生产铁矿			24	0	0	0	0	540	1000	1000	0	0
505	铁矿1	17	铁矿	25	第一个铁矿，生产铁矿			25	0	0	0	0	840	1000	1000	0	0
506	铁矿1	17	铁矿	26	第一个铁矿，生产铁矿			26	0	0	0	0	1260	1000	1000	0	0
507	铁矿1	17	铁矿	27	第一个铁矿，生产铁矿			27	0	0	0	0	1800	1000	1000	0	0
508	铁矿1	17	铁矿	28	第一个铁矿，生产铁矿			28	0	0	0	0	1140	1000	1000	0	0
509	铁矿1	17	铁矿	29	第一个铁矿，生产铁矿			29	0	0	0	0	1980	1000	1000	0	0
510	铁矿1	17	铁矿	30	第一个铁矿，生产铁矿			30	0	0	0	0	1620	1000	1000	0	0
511	铁矿2	18	铁矿	1	第2个铁矿，生产铁矿			1	0	0	0	0	0	1000	1000	0	0
512	铁矿2	18	铁矿	2	第2个铁矿，生产铁矿			2	0	0	0	0	300	1000	1000	0	0
513	铁矿2	18	铁矿	3	第2个铁矿，生产铁矿			3	0	0	0	0	900	1000	1000	0	0
514	铁矿2	18	铁矿	4	第2个铁矿，生产铁矿			4	0	0	0	0	2700	1000	1000	0	0
515	铁矿2	18	铁矿	5	第2个铁矿，生产铁矿			5	0	0	0	0	1860	1000	1000	0	0
516	铁矿2	18	铁矿	6	第2个铁矿，生产铁矿			6	0	0	0	0	240	1000	1000	0	0
517	铁矿2	18	铁矿	7	第2个铁矿，生产铁矿			7	0	0	0	0	360	1000	1000	0	0
518	铁矿2	18	铁矿	8	第2个铁矿，生产铁矿			8	0	0	0	0	540	1000	1000	0	0
519	铁矿2	18	铁矿	9	第2个铁矿，生产铁矿			9	0	0	0	0	720	1000	1000	0	0
520	铁矿2	18	铁矿	10	第2个铁矿，生产铁矿			10	0	0	0	0	1020	1000	1000	0	0
521	铁矿2	18	铁矿	11	第2个铁矿，生产铁矿			11	0	0	0	0	1320	1000	1000	0	0
522	铁矿2	18	铁矿	12	第2个铁矿，生产铁矿			12	0	0	0	0	300	1000	1000	0	0
523	铁矿2	18	铁矿	13	第2个铁矿，生产铁矿			13	0	0	0	0	660	1000	1000	0	0
524	铁矿2	18	铁矿	14	第2个铁矿，生产铁矿			14	0	0	0	0	1260	1000	1000	0	0
525	铁矿2	18	铁矿	15	第2个铁矿，生产铁矿			15	0	0	0	0	480	1000	1000	0	0
526	铁矿2	18	铁矿	16	第2个铁矿，生产铁矿			16	0	0	0	0	1140	1000	1000	0	0
527	铁矿2	18	铁矿	17	第2个铁矿，生产铁矿			17	0	0	0	0	540	1000	1000	0	0
528	铁矿2	18	铁矿	18	第2个铁矿，生产铁矿			18	0	0	0	0	240	1000	1000	0	0
529	铁矿2	18	铁矿	19	第2个铁矿，生产铁矿			19	0	0	0	0	960	1000	1000	0	0
530	铁矿2	18	铁矿	20	第2个铁矿，生产铁矿			20	0	0	0	0	660	1000	1000	0	0
531	铁矿2	18	铁矿	21	第2个铁矿，生产铁矿			21	0	0	0	0	360	1000	1000	0	0
532	铁矿2	18	铁矿	22	第2个铁矿，生产铁矿			22	0	0	0	0	420	1000	1000	0	0
533	铁矿2	18	铁矿	23	第2个铁矿，生产铁矿			23	0	0	0	0	480	1000	1000	0	0
534	铁矿2	18	铁矿	24	第2个铁矿，生产铁矿			24	0	0	0	0	540	1000	1000	0	0
535	铁矿2	18	铁矿	25	第2个铁矿，生产铁矿			25	0	0	0	0	840	1000	1000	0	0
536	铁矿2	18	铁矿	26	第2个铁矿，生产铁矿			26	0	0	0	0	1260	1000	1000	0	0
537	铁矿2	18	铁矿	27	第2个铁矿，生产铁矿			27	0	0	0	0	1800	1000	1000	0	0
538	铁矿2	18	铁矿	28	第2个铁矿，生产铁矿			28	0	0	0	0	1140	1000	1000	0	0
539	铁矿2	18	铁矿	29	第2个铁矿，生产铁矿			29	0	0	0	0	1980	1000	1000	0	0
540	铁矿2	18	铁矿	30	第2个铁矿，生产铁矿			30	0	0	0	0	1620	1000	1000	0	0
541	铁矿3	19	铁矿	1	第三个铁矿，生产铁矿			1	0	0	0	0	0	1000	1000	0	0
542	铁矿3	19	铁矿	2	第三个铁矿，生产铁矿			2	0	0	0	0	300	1000	1000	0	0
543	铁矿3	19	铁矿	3	第三个铁矿，生产铁矿			3	0	0	0	0	900	1000	1000	0	0
544	铁矿3	19	铁矿	4	第三个铁矿，生产铁矿			4	0	0	0	0	2700	1000	1000	0	0
545	铁矿3	19	铁矿	5	第三个铁矿，生产铁矿			5	0	0	0	0	1860	1000	1000	0	0
546	铁矿3	19	铁矿	6	第三个铁矿，生产铁矿			6	0	0	0	0	240	1000	1000	0	0
547	铁矿3	19	铁矿	7	第三个铁矿，生产铁矿			7	0	0	0	0	360	1000	1000	0	0
548	铁矿3	19	铁矿	8	第三个铁矿，生产铁矿			8	0	0	0	0	540	1000	1000	0	0
549	铁矿3	19	铁矿	9	第三个铁矿，生产铁矿			9	0	0	0	0	720	1000	1000	0	0
550	铁矿3	19	铁矿	10	第三个铁矿，生产铁矿			10	0	0	0	0	1020	1000	1000	0	0
551	铁矿3	19	铁矿	11	第三个铁矿，生产铁矿			11	0	0	0	0	1320	1000	1000	0	0
552	铁矿3	19	铁矿	12	第三个铁矿，生产铁矿			12	0	0	0	0	300	1000	1000	0	0
553	铁矿3	19	铁矿	13	第三个铁矿，生产铁矿			13	0	0	0	0	660	1000	1000	0	0
554	铁矿3	19	铁矿	14	第三个铁矿，生产铁矿			14	0	0	0	0	1260	1000	1000	0	0
